title,abstract,organization,investigators,grant_org,grant_money,source,total_participants,male_participants,female_participants,pct_male,pct_female,grant_date,x_axis,y_axis
Evidence for a single latent class of Diagnostic and Statistical Manual of Mental Disorders borderline personality pathology.,"Borderline personality disorder (BPD) has been described as clinically heterogeneous, with numerous subtypes of the disorder posited. The present study investigated this potential heterogeneity by conducting both confirmatory factor analysis and latent class analysis of consensus ratings of Diagnostic and Statistical Manual of Mental Disorders (DSM) Revised Third Edition BPD criteria in a mixed clinical and nonclinical sample (n = 411). Confirmatory factor analysis results suggested that a single ... more",,,,,Paper,591,149,442,0.252115059,0.747884941,7/15/19,col_45,row_07
Attachment styles and personality disorders as predictors of symptom course.,"Adult attachment styles and personality disorders (PDs) show some conceptual and empirical overlap and both may complicate the course of symptoms among psychiatric patients. In this naturalistic prospective study, 149 patients with affective, anxiety, substance use, and other disorders were interviewed shortly after entering treatment, which included psychotherapy, pharmacotherapy, or both. Follow-up interviews were conducted 6 and 12 months later. Attachment styles, DSM-III-R PDs, and symptoms were ... more",,,,,Paper,219,67,152,0.305936073,0.694063927,7/15/19,col_45,row_08
Cortical remodelling in childhood is associated with genes enriched for neurodevelopmental disorders,"Cortical development during childhood and adolescence has been characterised in recent years using metrics derived from Magnetic Resonance Imaging (MRI). Changes in cortical thickness are greatest in the first two decades of life and recapitulate the hierarchical, genetic organisation of the cortex, highlighting the potential early impact of gene expression on differences in cortical architecture over the lifespan. It is important to further our understanding of the possible neurobiological mechanisms ... more",,,,,Paper,754,392,362,0.519893899,0.480106101,7/17/19,col_45,row_09
Can DSM-IV borderline personality disorder be diagnosed via dimensional personality traits? Implications for the DSM-5 personality disorder proposal.,"The proposal for the diagnosis of personality disorders (PDs) in the Diagnostic and Statistical Manual of Mental Disorders, 5th edition (DSM-5;American Psychiatric Association, in preparation) involves, in part, the use of elevated scores on dimensional personality traits. For instance, the diagnosis of borderline personality disorder (BPD) in the DSM-5 will require evidence of self- and interpersonal impairment as well as elevated scores on traits of emotional lability, anxiousness, separation insecurity, ... more",,,,,Paper,203,53,150,0.261083744,0.738916256,7/18/19,col_45,row_10
"Prospective associations among borderline personality disorder symptoms, interpersonal problems, and aggressive behaviors.","This study examined the prospective relationships among borderline personality disorder (BPD) symptoms, interpersonal problems, and types of aggressive behaviors (i.e., experiencing psychological and physical victimization and perpetrating psychological and physical aggression) in a psychiatric sample (N = 139) over the course of 2 years. We controlled for other PD symptoms and demographic variables. BPD symptoms at baseline were associated with interpersonal sensitivity, interpersonal ambivalence, ... more",,,,,Paper,173,34,139,0.196531792,0.803468208,7/18/19,col_45,row_11
The role of attachment styles and interpersonal problems in suicide-related behaviors.,"The relationships among adult attachment styles, interpersonal problems, and categories of suicide-related behaviors (i.e., self-harm, suicide attempts, and their co-occurrence) were examined in a predominantly psychiatric sample (N = 406). Both anxious and avoidant attachment styles were associated with interpersonal problems. In turn, specific interpersonal problems differentially mediated the relations between attachment style and type of suicide-related behaviors. These findings suggest the importance ... more",,,,,Paper,591,149,442,0.252115059,0.747884941,7/18/19,col_45,row_12
Detecting the Presence of a Personality Disorder Using Interpersonal and Self-Dysfunction.,"Calls have increased to place interpersonal and self-disturbance as defining features of personality disorders (PDs). Findings from a methodologically diverse set of studies suggest that a common factor undergirds all PDs. The nature of this core of PDs, however, is not clear. In the current study, interviews were completed for DSM-IV PD diagnosis and interpersonal dysfunction independently with 272 individuals (PD = 191, no-PD = 91). Specifically, we evaluated interpersonal dysfunction across social ... more",,,,,Paper,376,87,289,0.231382979,0.768617021,7/18/19,col_45,row_13
Prolonged physiological reactivity and loss: Association of pupillary reactivity with negative thinking and feelings.,"Prolonged psychophysiological reactions to negative information have long been associated with negative thinking and feeling. This association is operationalized in the RDoC negative affect construct of loss, which is nominally indexed by prolonged physiological reactivity, cognitive loss-related constructs such as rumination and guilt, and more feeling-related constructs such as sadness, crying, and anhedonia. These associations have not been tested explicitly. If thinking and feeling aspects of ... more",,,,,Paper,203,53,150,0.261083744,0.738916256,7/18/19,col_45,row_14
Adult Attachment Ratings (AAR): an item response theory analysis.,"The Adult Attachment Ratings (AAR) include 3 scales for anxious, ambivalent attachment (excessive dependency, interpersonal ambivalence, and compulsive care-giving), 3 for avoidant attachment (rigid self-control, defensive separation, and emotional detachment), and 1 for secure attachment. The scales include items (ranging from 6-16 in their original form) scored by raters using a 3-point format (0 = absent, 1 = present, and 2 = strongly present) and summed to produce a total score. Item response ... more",,,,,Paper,575,135,440,0.234782609,0.765217391,7/18/19,col_45,row_15
Refining the phenotype of borderline personality disorder: Diagnostic criteria and beyond.,"Borderline personality disorder (BPD) is a heterogeneous disorder, and previous analyses have parsed its phenotype in terms of subtypes or underlying traits. We refined the BPD construct by testing a range of latent variable models to ascertain whether BPD is composed of traits, latent classes, or both. We also tested whether subtypes of BPD could be distinguished by anger, aggressiveness, antisocial behavior, and mis-trustfulness, additional putative indicators drawn from Kernberg's (1967, 1975) ... more",,,,,Paper,591,149,442,0.252115059,0.747884941,7/18/19,col_45,row_16
Social networks in borderline personality disorder.,"The interpersonal dysfunction that characterizes borderline personality disorder (BPD) has generally been studied using broad global measures, leading to a lack of precision. We report on a novel methodology using social network analysis (SNA) to quantify interactions with others in the patient's social world. We assessed the social networks of 22 clinical patients, diagnosed with either BPD (N = 11) or no personality disorder (No PD; N = 11). The social networks of patients with BPD contained a ... more",,,,,Paper,173,34,139,0.196531792,0.803468208,7/18/19,col_45,row_17
Attachment and social cognition in borderline personality disorder: Specificity in relation to antisocial and avoidant personality disorders.,"Theory and research point to the role of attachment difficulties in borderline personality disorder (BPD). Attachment insecurity is believed to lead to chronic problems in social relationships, attributable, in part, to impairments in social cognition, which comprise maladaptive mental representations of self, others, and self in relation to others. However, few studies have attempted to identify social-cognitive mechanisms that link attachment insecurity to BPD and to assess whether such mechanisms ... more",,,,,Paper,203,53,150,0.261083744,0.738916256,7/18/19,col_45,row_18
Borderline personality and substance use in women.,"The association between borderline personality disorder (BPD) and substance use disorder (SUD) was examined in a predominantly psychiatric (77.6%) sample of 232 women. BPD proved to be a significant predictor of a lifetime diagnosis of SUD across four different categories: any SUD (including alcohol); alcohol use; drug use; and heroin, cocaine, or poly-substance use. BPD continued to be a predictor of SUD even when the effects of other cluster B and all cluster C PDs were controlled statistically. ... more",,,,,Paper,303,0,303,0,1,7/18/19,col_45,row_19
Narcissistic personality disorder: relations with distress and functional impairment.,"This study examined the construct validity of narcissistic personality disorder (NPD) by examining the relations between NPD and measures of psychologic distress and functional impairment both concurrently and prospectively across 2 samples. In particular, the goal was to address whether NPD typically ""meets"" criterion C of the DSM-IV definition of Personality Disorder, which requires that the symptoms lead to clinically significant distress or impairment in functioning. Sample 1 (n = 152) was composed ... more",,,,,Paper,418,115,303,0.275119617,0.724880383,7/18/19,col_45,row_20
"Personality traits and chronic illness: a comparison of individuals with psychiatric, coronary heart disease, and HIV/AIDS diagnoses.","This secondary analysis used the five-factor model of personality to examine personality traits in four samples of patients with chronic disorders. Profiles of personality traits differed across disorders. Although participants with psychiatric disorders and participants with HIV/AIDS had similar patterns of personality traits, patients with psychiatric disorders were more extreme on all traits except agreeableness. Patients with hyperlipidemia and those who had cardiothoracic transplants had similar ... more",,,,,Paper,219,67,152,0.305936073,0.694063927,7/18/19,col_45,row_21
How consensus-building conversation changes our minds and aligns our brains,"Short conversations can create lasting changes in belief. On the level of the community or society, these changes have profound effects. For example: we choose who to vote for in part based on conversations with others, and jury deliberations decide the fates of tens of thousands every year. We present a neuroimaging and social network study of how conversation changes belief, showing: (1) consensus-building conversation synchronizes future neural activity, (2) social influence is neural influence—influential ... more",,,,,Paper,41,19,22,0.463414634,0.536585366,7/26/19,col_46,row_01
Normative brain size variation and brain shape diversity in humans - the NIMH IRP Longitudinal Development t1w MRI dataset 1990-2010,"A sample of 1516 longitudinally acquired, structural brain scans from a GE 1.5 Tesla MRI scanner in 787 youth aged 5 to 25 years collected at the NIMH Intramural Program from 1990 to 2010. Analysis available in DOI: 10.1126science.aar2578",,,,,Paper,787,400,387,0.508259212,0.491740788,8/6/19,col_46,row_02
Clinical and neurocognitive issues associated with Bosch-Boonstra-Schaaf optic atrophy syndrome: A case study,"Nuclear receptor group 2 family 1 (NR2F1) is an orphan receptor and transcriptional regulator that is involved in neurogenesis, visual processing and development, and cortical patterning. Alterations in NR2F1 cause Bosch-Boonstra-Schaaf optic atrophy syndrome (BBSOAS), a recently described autosomal dominant disorder characterized by intellectual and developmental disabilities and optic atrophy. This study describes the clinical and neurocognitive features of an individual with a de novo nonsense ... more",,,,,Paper,12,8,4,0.666666667,0.333333333,8/8/19,col_46,row_03
ABCD LPA,"Regardless of the precise mechanism, the underlying assumption of all neurodevelopmental models of risk is that, at the population level, there exist subgroups of individuals that share similar patterns of neural function and development, and that these subgroups somehow relate to psychiatric risk. The existence of multiple neurodevelopmental subgroups at the population level has not been assessed previously. In the current study, cross-validated latent profile analysis was used to test for the presence ... more",,,,,Paper,11873,6192,5681,0.521519414,0.478480586,8/9/19,col_46,row_04
Disruptive mutations in TANC2 define a neurodevelopmental syndrome associated with psychiatric disorders,"Postsynaptic density (PSD) proteins have been implicated in the pathophysiology of neurodevelopmental and psychiatric disorders. We present detailed clinical and genetic data for 20 patients with likely gene-disrupting mutations in TANC2—whose protein product interacts with multiple PSD proteins. Pediatric patients with disruptive mutations present with autism, intellectual disability, and delayed language and motor development. In addition to a variable degree of epilepsy and facial dysmorphism, ... more",,,,,Paper,2154,1774,380,0.82358403,0.17641597,8/12/19,col_46,row_05
Comprehensive identification of somatic nucleotide variants in human brain tissue,"Post-zygotic mutations incurred during DNA replication, DNA repair, and other cellular processes lead to somatic mosaicism. Somatic mosaicism is an established cause of various diseases, including cancers. However, detecting mosaic variants in DNA from non-cancerous somatic tissues poses significant challenges, particularly if the variants only are present in a small fraction of cells. Here, the Brain Somatic Mosaicism Network conducted a coordinated, multi-institutional study to: (i) examine the ... more",,,,,Paper,7,2,5,0.285714286,0.714285714,8/28/19,col_46,row_06
Adolescent Brain Cognitive Development DEAP Study (ABCD),"The purpose of the RDS file is for the implementation of DEAP for the most current release of ABCD Study data (Data Release 2.0.1). The variable names in DEAP have been modified from the official NDA variable names to make them easier to search using the data ontology implemented in the Explore module in DEAP. These DEAP names are listed as aliases in the NDA 2.0.1 release files. RDS 2.0.1 includes 218 tables, 129 of which are from the original ABCD Data Release 2.0 and 89 are from ABCD Data Release ... more",,,,,Paper,11874,6193,5681,0.52155971,0.47844029,9/12/19,col_46,row_07
"Childhood obesity, cortical structure and executive function in healthy children","The development of executive function is linked to maturation of prefrontal cortex in childhood. Childhood obesity has been associated with changes in brain structure, particularly in prefrontal cortex, as well as deficits in executive functions. We aimed to determine whether differences in cortical structure mediate the relationship between executive function and childhood obesity. We analysed MR-derived measures of cortical thickness for 2,700 children between the ages of 9-11 years, recruited ... more",,,,,Paper,3922,2072,1850,0.528301887,0.471698113,9/24/19,col_46,row_08
Reward processing in preadolescents with bipolar disorder: An fMRI study,"Introduction: Reward processing dysfunction has long been implicated in adults with bipolar disorder. Nevertheless, little research has been conducted to examine whether such dysregulation also occurs in preadolescents with bipolar disorder. Methods: The current study will employ functional magnetic resonance imaging and conduct region-of-interest (ventral striatum and orbitofrontal cortex), whole-brain, and connectivity analyses to examine the similarities and differences in reward-related brain ... more",,,,,Paper,603,285,318,0.472636816,0.527363184,10/1/19,col_46,row_09
Association Between Childhood Anhedonia and Alterations in Large-scale Resting-State Networks and Task-Evoked Activation,"IMPORTANCE: Anhedonia can present in children and predict detrimental clinical outcomes. OBJECTIVE: To map anhedonia in children onto changes in intrinsic large-scale connectivity and task-evoked activation and to probe the specificity of these changes in anhedonia against other clinical phenotypes (low mood, anxiety, and attention-deficit/hyperactivity disorder [ADHD]). DESIGN, SETTING, AND PARTICIPANTS: Functional magnetic resonance imaging (fMRI) data were from the first annual release ... more",,,,,Paper,4520,2372,2148,0.524778761,0.475221239,10/3/19,col_46,row_10
Hippocampal-neocortical interactions sharpen over time for predictive actions.,"When an action is familiar, we are able to anticipate how it will change the state of the world. These expectations can result from retrieval of action-outcome associations in the hippocampus and the reinstatement of anticipated outcomes in visual cortex. How does this role for the hippocampus in action-based prediction change over time? We use high-resolution fMRI and a dual-training behavioral paradigm to examine how the hippocampus interacts with visual cortex during predictive and nonpredictive ... more",,,,,Paper,24,5,19,0.208333333,0.791666667,10/4/19,col_46,row_11
Differential Relationships of Child Anxiety and Depression to Child Report and Parent Report of Electronic Media Use,"Child depression and anxiety have been associated with electronic media use, but the comorbidity between the two has rarely been accounted for in analyses. We examined both child and parent reports of electronic media use in relation to parent-reported child depression and anxiety. Using survey and interview data collected for 9- to 11-year-olds from the 21-site Adolescent Brain Cognitive Development Study, we conducted generalized linear mixed models. Our results demonstrated that electronic ... more",,,,,Paper,4519,2371,2148,0.5246736,0.4753264,10/31/19,col_46,row_12
Extending the toxic stress model into adolescence: Profiles of cortisol reactivity.,"The toxic stress model posits that extended activation of stress response systems in the absence of a supportive relationship with an adult may over time lead to physiological alterations to these same systems, and ultimately to poorer physical and mental health outcomes. However, empirical tests of model hypotheses in adolescence, a critical period of development, are lacking. This study expands the toxic stress model to include more developmentally-appropriate risk and protective factors for adolescents ... more",,,,,Paper,154,45,109,0.292207792,0.707792208,11/4/19,col_46,row_13
Cognitive Training Delivered Remotely to Individuals with Psychosis,"This project is a randomized controlled trial enrolling adults with a diagnosis of a psychotic illness (such as schizophrenia). Participants are assigned to participate in 30 hours of a cognitive training program or 30 hours of computer games (both developed by Posit Science). Participants will have a period of 16 weeks to complete the training. During this period, they will also engage with an application known as PRIME (Personalized Real-Time Intervention for Motivation Enhancement). Participants ... more",University of Minnesota,Sophia Vinogradov,,,Lab,91,39,52,0.428571429,0.571428571,11/20/19,col_46,row_14
Adolescent Brain Cognitive Development DEAP Study (ABCD) release 2.0.1 update,"The purpose of the RDS file is for the implementation of DEAP for the most current release of ABCD Study data (Data Release 2.0.1). The variable names in DEAP have been modified from the official NDA variable names to make them easier to search using the data ontology implemented in the Explore module in DEAP. These DEAP names are listed as aliases in the NDA 2.0.1 release files. RDS 2.0.1 includes 218 tables, 129 of which are from the original ABCD Data Release 2.0 and 89 are from ABCD Data Release ... more",,,,,Paper,11875,6194,5681,0.5216,0.4784,11/27/19,col_46,row_15
"Involvement in Sports, Hippocampal Volume, and Depressive Symptoms in Children","Background: Recent studies have found that higher levels of exercise are associated with fewer symptoms of depression among young people. In addition, research suggests that exercise may modify hippocampal volume, a brain region that has been found to show reduced volume in depression. However, it is not clear whether this relationship emerges as early as preadolescence. Methods: We examined data from a nation-wide sample of 4191 children ages 9-11 years from the Adolescent Brain and Cognitive ... more",,,,,Paper,11870,6189,5681,0.521398484,0.478601516,11/29/19,col_46,row_16
"Neighborhood deprivation, prefrontal structure, and cognitive function","BACKGROUND: Neighborhood deprivation adversely effects neurodevelopment and cognitive function; however, mechanisms remain unexplored. Neighborhood deprivation could be particularly impactful in late childhood/early adolescence, in neural regions with protracted developmental trajectories, e.g., prefrontal cortex (PFC). METHODS: The Adolescent Brain Cognitive Development (ABCD) study recruited 10,205 youth. Geocoded residential history was used to extract individual neighborhood characteristics. ... more",,,,,Paper,10204,5351,4853,0.524402195,0.475597805,12/8/19,col_46,row_17
Large-scale targeted sequencing identifies risk genes for neurodevelopmental disorders,"Most genes associated with neurodevelopmental disorders (NDDs) were identified with an excess of de novo mutations (DNMs) but are not yet significant for case–control mutation burden analysis. Here, we sequenced 63 genes in 16,294 NDD cases and an additional 62 genes in 6,211 NDD cases. Combined with published data, we assessed a total of 125 genes in over 16,000 NDD cases and compared the mutation burden to nonpsychiatric controls from ExAC. We identify 48 genes (25 newly reported) showing significant ... more",,,,,Paper,17910,13357,4553,0.745784478,0.254215522,1/1/20,col_46,row_18
Biomarkers of Response to Antidepressants,"More than six decades have passed since the discovery of monoaminergic antidepressants. Yet, it remains a mystery why these drugs take weeks to months to achieve therapeutic effects, although their monoaminergic actions are present rapidly after treatment. This project investigates the neural correlates of behavioral severity in patients treated with the antidepressant sertraline.",,,,,Paper,336,117,219,0.348214286,0.651785714,1/17/20,col_46,row_19
Content-based Dissociation of Hippocampal Involvement in Prediction,"Recent work suggests that a key function of the hippocampus is to predict the future. This is thought to depend on its ability to bind inputs over time and space and to retrieve upcoming or missing inputs based on partial cues. In line with this, previous research has revealed prediction-related signals in the hippocampus for complex visual objects, such as fractals and abstract shapes. Implicit in such accounts is that these computations in the hippocampus reflect domain-general processes that apply ... more",,,,,Paper,24,9,15,0.375,0.625,2/5/20,col_46,row_20
Screen Time and Other Determinants of Mental Health Predicting Emerging Psychotic-like Experiences in 9-10 Year Old Children,"IMPORTANCE: Worsening child psychotic-like experiences (PLEs) are risk factors of poor future mental health including full blown psychotic illness. Identifying readily assessable indicators for worsening PLEs are therefore of great interest. OBJECTIVE: To examine relationships between a set of indicators (behaviors and stressors) previously associated with mental health (screen time, school environment, neighborhood safety, family conflict, parental (caregiver) acceptance, and sleep habits) and ... more",,,,,Paper,11869,6188,5681,0.52135816,0.47864184,2/28/20,col_46,row_21
Neighborhood deprivation shapes motivational neurocircuit recruitment in children,"Implementing motivated behaviors based on prior reward is central to adaptive human functioning, but aberrant reward-motivated behavior is a core feature of neuropsychiatric illness. Children from disadvantaged neighborhoods have decreased access to rewards, which may shape motivational neurocircuits and risk for psychopathology. Here, we leverage the unprecedented neuroimaging data from the Adolescent Brain Cognitive Development (ABCD) study to test the hypothesis that neighborhood socioeconomic ... more",,,,,Paper,6396,3233,3163,0.50547217,0.49452783,2/29/20,col_47,row_01
Summary Measures for Quantifying the Extent of Visit Irregularity in Longitudinal Data: The STAR*D Study,"This chapter applies the measures of irregularity from this thesis to the Sequenced Treatment Alternatives to Relieve Depression (STAR*D) study. The STAR*D study is the largest randomized clinical trial on patients suffering from major depression. This chapter focuses on the first phase of the study which pre-specified a common set of scheduled measurement occasions at weeks 2, 4, 6, 9, 12 post-baseline where individuals had their Quick Inventory of Depression Symptomatology (QIDS) questionnaire ... more",,,,,Paper,4107,1550,2557,0.377404431,0.622595569,3/20/20,col_47,row_02
Reconciling Dimensional and Categorical Models of Autism Heterogeneity: A Brain Connectomics and Behavioral Study,"Background Heterogeneity in autism spectrum disorder (ASD) has hindered the development of biomarkers, thus motivating subtyping efforts. Most subtyping studies divide individuals with ASD into nonoverlapping (categorical) subgroups. However, continuous interindividual variation in ASD suggests that there is a need for a dimensional approach. Methods A Bayesian model was employed to decompose resting-state functional connectivity (RSFC) of individuals with ASD into multiple abnormal RSFC patterns, ... more",,,,,Paper,858,425,433,0.495337995,0.504662005,3/23/20,col_47,row_03
"Identifying Areas of Overlap and Distinction in Early Lexical Profiles of Children with Autism Spectrum Disorder, Late Talkers, and Typical Talkers","This study compares the lexical composition of 11827 children with autism spectrum disorder (ASD) aged 121 to 84173 months with 4,626 vocabulary-matched typically developing toddlers with and without language delay, aged 8 to 30 months. Children with ASD produced a higher proportion of verbs than typical and late talkers, but a similar number of nouns. Additionally, differences were identified in five four semantic categories, four three of them related to play. Most differences appear to reflect ... more",,,,,Paper,118,89,29,0.754237288,0.245762712,4/21/20,col_47,row_04
M145: Structural and Resting State Neural Correlates of Pediatric Obsessive-Compulsive Symptoms in the Adolescent Brain and Cognitive Development Study,"Background: Subclinical Obsessive-Compulsive symptoms (OCS) in childhood increase risk for later onset of Obsessive-Compulsive Disorder (OCD) and related impairment. Studying the neural circuits underlying subclinical OCS may facilitate the identification of neural markers of risk for later OCD as well as potential targets for novel mechanism-based interventions and prevention strategies. Yet, the neural mechanisms underlying OCS and their trajectories over development are poorly understood at present, ... more",,,,,Paper,11877,6193,5684,0.52142797,0.47857203,4/22/20,col_47,row_05
35.2 Probing Structural and Functional Subcortical Regions Implicated in Youth Depression,"Background: Prior structural and functional neuroimaging research in adolescent major depressive disorder (MDD) has consistently implicated abnormalities in subcortical regions (Auerbach et at., 2014; Luking et al., 2016). However, research has often relied on sample sizes that limit power to detect effects that are presumed to be small. Additionally, heterogeneity in disease course and treatment history undoubtedly affects the reliable identification of structural and functional abnormalities among ... more",,,,,Paper,11533,6044,5489,0.524061389,0.475938611,4/27/20,col_47,row_06
An IRT Analysis of the Prodromal Questionnaire-Brief Child Version: Developing a Screening Form that Informs Understanding of Self-Reported Psychotic-Like Experiences in Childhood,"The Prodromal Questionnaire-Brief Child Version (PQ-BC) has been developed as a tool for identifying psychotic-like experiences (PLEs) in school-age children. The current study examined the psychometric properties of the PQ-BC, examined how well the PQ-BC estimates the latent construct of PLEs (θ ̂), and began the process of developing a screening form informed by item response theory (IRT). Utilizing the baseline (n=11,129) sample from the Adolescent Brain Cognitive Brain (ABCD) study, we examined ... more",,,,,Paper,11873,6192,5681,0.521519414,0.478480586,4/28/20,col_47,row_07
Investigating autism etiology and heterogeneity by decision tree algorithm,"Autism spectrum disorder (ASD) is a neurodevelopmental disorder that causes deficits in cognition, communication and social skills. ASD, however, is a highly heterogeneous disorder. This heterogeneity has made identifying the etiology of ASD a particularly difficult challenge, as patients exhibit a wide spectrum of symptoms without any unifying genetic or environmental factors to account for the disorder. For better understanding of ASD, it is paramount to identify potential genetic and environmental ... more",,,,,Paper,3385,2530,855,0.747415066,0.252584934,5/4/20,col_47,row_08
Computational evidence for hierarchical reinforcement learning in humans,"Humans have the fascinating ability to achieve goals in a complex and constantly changing world, still surpassing modern machine learning algorithms in terms of flexibility and learning speed. It is generally accepted that a crucial factor for this ability is the use of abstract, hierarchical representations, which employ structure in the environment to guide learning and decision making. Nevertheless, how we create and use these hierarchical representations is poorly understood. This study presents ... more",,,,,Paper,57,22,35,0.385964912,0.614035088,5/5/20,col_47,row_09
Obesity and Eating Disorder Disparities among Sexual and Gender Minority Youth,"Obesity and eating disorders (EDs) in youth are prevalent, associated with medical and psychosocial consequences, and may persist into adulthood; therefore identifying subgroups of youth vulnerable to one or both conditions is critical. One group that may be at-risk for obesity and disordered eating is sexual and gender minorities (SGM; those who identify as lesbian, gay, bisexual, and/or transgender or whose sexual orientation or gender identity/expression do not conform to societal conventions). ... more",,,,,Paper,11849,6177,5672,0.521309815,0.478690185,5/8/20,col_47,row_10
Predicting Fluid Intelligence of Children using T1-weighted MR Images and a StackNet,"In this work, we utilize T1-weighted MR images and StackNet to predict fluid intelligence in adolescents. Our framework includes feature extraction, feature normalization, feature denoising, feature selection, training a StackNet, and predicting fluid intelligence. The extracted feature is the distribution of different brain tissues in different brain parcellation regions. The proposed StackNet consists of three layers and 11 models. Each layer uses the predictions from all previous layers including ... more",,,,,Paper,8680,4530,4150,0.521889401,0.478110599,5/11/20,col_47,row_11
Suicide ideation and neurocognition among 9- and 10-year old children in the Adolescent Brain Cognitive Development (ABCD) Study,"Objective: During the past decade, the pediatric suicide rate has nearly tripled. Yet, little is known about suicide behavior (SB) in children. Identification of risk factors associated with SB during childhood may be critical to preventing future attempts. The purpose of this study was to examine the relationship between neurocognitive performance and suicide ideation (SI) in children. Method: The present study utilized baseline data from 11,875 participants in the Adolescent Brain Cognitive Development ... more",,,,,Paper,11869,6188,5681,0.52135816,0.47864184,5/14/20,col_47,row_12
Adolescent Brain Cognitive Development Study (ABCD) - Annual Release 3.0,"The ABCD Curated Data Release 3.0 includes high quality baseline and early longitudinal data from ~11,800 research participants, including minimally processed brain image volumes and tabulated structural MRI, diffusion MRI, resting-state fMRI and task fMRI results, as well as all non-imaging assessment data from the genetics, mental health, physical health, neurocognition, substance use, mobile technology, and culture & environment domains. For neuroimaging assessments, this release contains all ... more",,,,,Paper,11878,6196,5682,0.521636639,0.478363361,6/25/20,col_47,row_13
PING study derived data,"Children from lower income backgrounds tend to have poorer memory and language abilities than their wealthier peers. It has been proposed that these cognitive gaps reflect effects of income-related stress on hippocampal structure, but the empirical evidence for this relationship has not been clear. Here, we examine how family income gaps in cognition relate to the anterior hippocampus, given its high sensitivity to stress, versus the posterior hippocampus. We find that anterior (but not posterior) ... more",,,,,Paper,703,365,338,0.519203414,0.480796586,6/26/20,col_47,row_14
Memory failure predicted by attention lapsing and media multitasking,"With the explosion of digital media and technologies, commentators have become increasingly vocal about the role that an ‘attention economy’ plays in our lives. The rise of today’s digital culture coincides with longstanding scientific questions about why humans sometimes remember and sometimes forget, and why some individuals remember better than others. We examined whether spontaneous attention lapses –– in the moment, across individuals, and as a function of everyday media multitasking –– negatively ... more",,,,,Paper,80,31,49,0.3875,0.6125,6/27/20,col_47,row_15
Decoding individual variation of brain age estimates in typical development,Decoding individual variation of brain age estimates in typical development,,,,,Paper,768,404,364,0.526041667,0.473958333,7/1/20,col_47,row_16
Sex and Pubertal Status Moderate the Association Between ADHD and Depression Symptoms: An Examination From Preadolescence Through Late Adolescence,"Objective: This study examines the effects of sex and pubertal status on the association between attention-deficit/hyperactivity disorder (ADHD) and depression symptoms in preadolescence through late adolescence. Methods: Participants were 472 youth from the Multimodal Treatment Study of Children With ADHD. The study sample included 308 youth with DSM-IV ADHD, recruited from 1993 through 1996, and 164 comparison youth who were recruited approximately 2 years later. Self-reported depression symptoms ... more",,,,,Paper,472,381,91,0.80720339,0.19279661,7/1/20,col_47,row_17
Fine particulate matter exposure during childhood relates to hemispheric-specific differences in brain structure,"Background Emerging findings have increased concern that exposure to fine particulate matter air pollution (aerodynamic diameter ≤2.5 μm; PM2.5) may be neurotoxic, even at lower levels of exposure. Yet, additional studies are needed to determine if exposure to current PM2.5 levels may be linked to hemispheric and regional patterns of brain development in children across the United States. Objectives We examined the cross-sectional associations between geocoded measures of concurrent annual average ... more",,,,,Paper,10370,5423,4947,0.52295082,0.47704918,7/2/20,col_47,row_18
Development and Initial Testing of an mHealth Transitions of Care Intervention for Adults with Schizophrenia-Spectrum Disorders Immediately Following a Psychiatric Hospitalization.,"An important period in the care of patients with schizophrenia-spectrum disorders is when they transition from inpatient to outpatient services and are at increased risk for relapse and rehospitalization. Thus, we developed and examined the initial feasibility, acceptability, and clinical effects of an mHealth transitions of care intervention (Mobile After-Care Support; MACS) in an open trial. Ten adults with schizophrenia-spectrum disorders were recruited during their index psychiatric hospitalization ... more",,,,,Paper,10,4,6,0.4,0.6,7/8/20,col_47,row_19
Application of advanced methodology to osteoarthritis phenotyping,To utilize novel methodologies to explore subgroups within the OAI clinical data.,,,,,Paper,4796,1992,2804,0.415346122,0.584653878,7/13/20,col_47,row_20
Adverse Childhood Experiences and Psychotic-like Experiences Are Associated Above and Beyond Shared Correlates: Findings from the Adolescent Brain Cognitive Development Study,"Adverse childhood experiences (ACEs) are associated with increased risk for psychotic-like experiences (PLEs). However, ACEs and PLEs are also both associated with several shared factors (e.g., internalizing symptoms, suicidality). Few studies have explicitly examined whether the association between ACEs and PLEs remains over and above shared correlates. To address this question, using 10,800 9-11-year-olds, we examined whether ACEs and school-aged PLEs were associated when accounting for shared ... more",,,,,Paper,11869,6188,5681,0.52135816,0.47864184,7/30/20,col_47,row_21
Imaging-guided tDCS therapy in major depression,"First-line pharmacotherapies for major depressive disorder MDD are only moderately successful. With anodal stimulation of the left dorsolateral prefrontal cortex DLPFC, transcranial direct current stimulation tDCS, a low-intensity neuromodulation technique of minimal risk, may elicit antidepressant effects and improve cognitive control in individuals with MDD. Prior evidence suggests that prefrontal-limbic circuits, including the DLPFC and dorsomedial anterior cingulate cortex dACC, are involved ... more","University of California, Los Angeles",Katherine Narr,University Of California Los Angeles,2125808,Lab,58,25,33,0.431034483,0.568965517,8/1/20,col_48,row_01
