id,listing,title,link,abstract,creation_date,organization,grant_number,grant_org,grant_start,grant_end,grant_money,investigators,total_participants,male_participants,female_participants,source,creation_date_parsed,grant_start_parsed,grant_end_parsed,pct_male,pct_female,year,month,day,column,row
906,157,Relating Visual Production and Recognition of Objects in Human Visual Cortex,https://nda.nih.gov/study.html?id=647,"Drawing is a powerful tool that can be used to convey rich perceptual information about objects in the world. What are the neural mechanisms that enable us to produce a recognizable drawing of an object, and how does this visual production experience influence how this object is represented in the brain? Here we evaluate the hypothesis that producing and recognizing an object recruit a shared neural representation, such that repeatedly drawing the object can enhance its perceptual discriminability ... more",1/9/19,Burkhart Center for Autism Education and Research,,,1/9/19,,,"Richman DM; Barnard-Brak L, Bosch A, Thompson S, Grubb L, Abby L",31,11,20,paper,1/9/19,1/9/19,,0.35483871,0.64516129,2019,1,9,42,21
655,1021,D-serine augmentation of neuroplasticity-based auditory learning in schizophrenia,https://nda.nih.gov/edit_collection.html?id=3123,"Schizophrenia Sz patients show reduced neuroplasticity during training on exercises that place implicit, increasing demands on early auditory information processing. As improved auditory processing can facilitate gains in those cognitive processes that are more proximal to daily functioning verbal memory, executive functioning, enhancing neuroplasticity for better auditory processing represents an unmet clinical need and a rate-limiting first step prior to remediating cognition and overall function. ... more",2/5/19,New York State Psychiatric Institute,R61MH116093,New York State Psychiatric Institute,1/16/19,11/30/21,1234366,Joshua Kantrowitz,44,30,14,lab,2/5/19,1/16/19,11/30/21,0.681818182,0.318181818,2019,1,16,43,1
656,1019,Improving Transition Outcomes for Youth with Autism through Parent Advocacy Training: A Multi-State Randomized Controlled Trial,https://nda.nih.gov/edit_collection.html?id=3121,"In the proposed research, we conduct a randomized-controlled trial with 180 families to test the effectiveness of a parent advocacy training to improve the transition to adulthood for youth with autism spectrum disorder ASD. The years immediately after high school exit are a critical time period that either makes or breaks a successful transition to adulthood. If they don't go well, disengagement from post-secondary education, work,and social isolation can persist throughout adulthood, leading to ... more",2/5/19,Vanderbilt University,R01MH116058,Vanderbilt University Medical Center,2/1/19,11/30/23,2555323,Julie Taylor,134,61,73,lab,2/5/19,2/1/19,11/30/23,0.455223881,0.544776119,2019,2,1,43,2
657,1025,Discovering Eye Tracking Biomarkers of ASD with Diagnostic and Prognostic Power,https://nda.nih.gov/edit_collection.html?id=3127,"Children with ASD, on average, are not identified and treated until around age 4 years, several years beyond the first signs and symptoms. Even when toddlers are diagnosed as ASD, parents and clinicians have little information to guide treatment decisions or predict the early course of that child's next few years. Research is needed to discover objective biomarkers that detect ASD at early ages with high accuracy, indicate disorder subtypes linked to definable clinical profiles, and convey prognostic ... more",3/7/19,University of California San Diego,R01MH118879,"University Of California, San Diego",2/1/19,11/30/23,2260516,Karen Pierce,103,80,23,lab,3/7/19,2/1/19,11/30/23,0.776699029,0.223300971,2019,2,1,43,3
658,1026,A Twin Study of Androgen Effects on Binge Eating Risk during Puberty in Males,https://nda.nih.gov/edit_collection.html?id=3128,"Binge eating BE occurs in most eating disorders and at significant rates in the community, including among children and adolescents. The chronic course of BE and significant psychiatric and medical morbidity further attest to its public health significance. Critically, although males account for up to one-half of BE cases, there is a paucity of research exploring risk for BE in males and studies exploring biological factors are nearly non-existent. Adrenal and gonadal androgens are one set of male-specific ... more",3/7/19,Michigan State University,R01MH118848,Michigan State University,2/15/19,12/31/23,2167452,Kelly Klump,42,42,0,lab,3/7/19,2/15/19,12/31/23,1,0,2019,2,15,43,4
659,1028,The SenDep Study: Linking Molecular Senescence Changes to Depression and Cognitive Impairment in Late Life,https://nda.nih.gov/edit_collection.html?id=3130,"Late-life depression LLD is a common mental disorder in the elderly, with prevalence rates ranging from 1 to 5 percent. Recent evidence suggests that LLD is linked to age-related negative health outcomes, such as cerebrovascular disease, increased risk of Alzheimer's disease, vascular dementia, and of premature mortality. The mechanisms of LLD are complex and involve the dysregulation of different biological pathways. Understanding the interplay between the biological changes in aging and depression ... more",3/7/19,Centre for Addiction and Mental Health,R01MH115953,University Of Connecticut Sch Of Med/Dnt,2/15/19,12/31/23,1707018,Breno Diniz,69,25,44,lab,3/7/19,2/15/19,12/31/23,0.362318841,0.637681159,2019,2,15,43,5
660,1029,Molecular Mechanisms and Biomarkers for Disease Progression from Prodrome to Early Psychosis,https://nda.nih.gov/edit_collection.html?id=3131,"Despite its public health impact and a century of biological research, the pathophysiology of Schizophrenia SZ remains poorly understood. One major barrier is the lack of validated and biologically relevant in vivo measures reflecting SZ progression. Accumulating evidence suggests that a central immuno-oxidative pathway involving redox dysregulation, oxidative stress, and NMDA receptor hypofunction, may play a key role in the emergence of neuronal dysfunction and information processing abnormalities ... more",3/7/19,McLean Hospital,R01MH114982,Mclean Hospital,2/18/19,11/30/23,1524080,Fei Du,5,3,2,lab,3/7/19,2/18/19,11/30/23,0.6,0.4,2019,2,18,43,6
907,158,Studying treatment-effect heterogeneity in precision medicine through induced subgroups,https://nda.nih.gov/study.html?id=658,"Precision medicine, in the sense of tailoring the choice of medical treatment to patients’ pretreatment characteristics, is nowadays gaining a lot of attention. Preferably, this tailoring should be realized in an evidencebased way, with key evidence in this regard pertaining to subgroups of patients that respond differentially to treatment (i.e., to subgroups involved in treatment–subgroup interactions). Often a-priori hypotheses on subgroups involved in treatment–subgroup interactions are lacking ... more",3/3/19,Burkhart Center for Autism Education and Research,,,3/3/19,,,"Richman DM; Barnard-Brak L, Bosch A, Thompson S, Grubb L, Abby L",665,213,452,paper,3/3/19,3/3/19,,0.320300752,0.679699248,2019,3,3,43,7
661,1046,The Role of Estrogen in the Neurobiology of Eating Disorders: A Study of Cognitive Flexibility and Reward in Eating Disorders,https://nda.nih.gov/edit_collection.html?id=3148,"Eating disorders EDs typically onset in adolescence at a time of gonadal hormone changes and rapid brain development. EDs characterized by extreme dietary restriction and or excessive exercise ED-RE and high drive for thinness are associated with cognitive inflexibility Cognitive Flexibility, reduced responsiveness to reward Initial Response to Reward, and altered reward valuation Delay, which contribute to maintenance of illness and poor outcomes. Hypoestrogenemia is common in ED-RE 60 percent, ... more",3/28/19,Massachusetts General Hospital,R01MH116205,Massachusetts General Hospital,3/8/19,12/31/23,2481110,Madhusmita Misra,22,0,22,lab,3/28/19,3/8/19,12/31/23,0,1,2019,3,8,43,8
908,159,Estimating patient-specific treatment advantages in the ‘Treatment for Adolescents with Depression Study’,https://nda.nih.gov/study.html?id=659,"The ‘Treatment for Adolescents with Depression Study’ (TADS, ClinicalTrials.gov, identifier: NCT00006286) was a cornerstone, randomized controlled trial evaluating the effectiveness of standard treatment options for major depression in adolescents. Whereas previous TADS analyses examined primarily effect modifications of treatment-placebo differences by various patient characteristics, less is known about the modification of inter-treatment differences, and hence, patient characteristics that might ... more",3/11/19,Burkhart Center for Autism Education and Research,,,3/11/19,,,"Richman DM; Barnard-Brak L, Bosch A, Thompson S, Grubb L, Abby L",327,147,180,paper,3/11/19,3/11/19,,0.449541284,0.550458716,2019,3,11,43,9
662,1047,Transdiagnostic Multimodal 7 Tesla MRI of the Locus Coeruleus in Human Pathological Anxiety,https://nda.nih.gov/edit_collection.html?id=3150,"Anxiety and stress-related disorders, including panic disorder PD, generalized anxiety disorder GAD, and posttraumatic stress disorder PTSD, are among the most disabling neuropsychiatric conditions in the United States. A core feature of these disorders is pathological anxiety i.e., maladaptive arousal and fear. Animal models point strongly towards shared mechanisms underlying pathological anxiety to involve the locus coeruleus LC, the primary source of norepinephrine in the CNS, and modulator of ... more",3/28/19,Icahn School of Medicine at Mount Sinai,R01MH116953,Icahn School Of Medicine At Mount Sinai,3/15/19,12/31/23,1759966,James Murrough,18,10,8,lab,3/28/19,3/15/19,12/31/23,0.555555556,0.444444444,2019,3,15,43,10
909,160,Human Connectome Project-Development (HCP-D) Release 1.0,https://nda.nih.gov/study.html?id=663,"Initial release of data from the Human Connectome Project in Development (ages 5-21). Release includes basic demographic data (sex, age, race/ethnicity, handedness) and unprocessed imaging data for all modalities (structural, resting state fMRI, task fMRI, diffusion, and ASL) for 655 subjects and preprocessed structural imaging data for 84 subjects. Full release documentation available at: https://www.humanconnectome.org/study/hcp-lifespan-development/documentation.",3/21/19,Burkhart Center for Autism Education and Research,,,3/21/19,,,"Richman DM; Barnard-Brak L, Bosch A, Thompson S, Grubb L, Abby L",655,323,332,paper,3/21/19,3/21/19,,0.493129771,0.506870229,2019,3,21,43,11
910,161,Human Connectome Project-Aging (HCP-A) Release 1.0,https://nda.nih.gov/study.html?id=664,"Initial release of data from the Human Connectome Project in Aging (ages 35-100+). Release includes basic demographic data (sex, age, race/ethnicity, handedness) and unprocessed imaging data for all modalities (structural, high-res hippocampal T2, resting state fMRI, task fMRI, diffusion, and ASL) for 689 subjects and preprocessed structural imaging data for 128 subjects. Full release documentation available at: https://www.humanconnectome.org/study/hcp-lifespan-aging/documentation",3/21/19,Burkhart Center for Autism Education and Research,,,3/21/19,,,"Richman DM; Barnard-Brak L, Bosch A, Thompson S, Grubb L, Abby L",689,294,395,paper,3/21/19,3/21/19,,0.42670537,0.57329463,2019,3,21,43,12
663,1110,Using Speech Acoustics to Reveal Motor Disruptions in Psychosis,https://nda.nih.gov/edit_collection.html?id=3216,Project summary The goal of this project is to investigate the feasibility of using speech acoustics as a clinical biomarker in individuals at clinical high risk CHR for developing psychosis. There is evidence that disruptions to cortico-cerebellar circuits in individuals experiencing attenuated psychosis symptoms impact motor control of the face and limbs. This proposal would be the first study to examine whether these motor disruptions in high-risk populations also affect the complex motor control ... more,6/28/19,Northwestern University,R21MH119677,Northwestern University,3/21/19,12/31/21,424000,Matthew Goldrick,26,8,18,lab,6/28/19,3/21/19,12/31/21,0.307692308,0.692307692,2019,3,21,43,13
761,1040,Normative brain size variation and brain shape diversity in humans - the NIMH IRP Longitudinal Development t1w MRI dataset 1990-2010,https://nda.nih.gov/edit_collection.html?id=3142,"A sample of 1516 longitudinally acquired, structural brain scans from a GE 1.5 Tesla MRI scanner in 787 youth aged 5 to 25 years collected at the NIMH Intramural Program from 1990 to 2010. Analysis available in DOI: 10.1126science.aar2578",3/25/19,NIH,,,3/25/19,,,Armin Raznahan,787,400,387,lab,3/25/19,3/25/19,,0.508259212,0.491740788,2019,3,25,43,14
762,1048,Human Brain Collection Core genomics data in post-mortem brain of psychiatric disorders,https://nda.nih.gov/edit_collection.html?id=3151,"This postmortem study examines molecular, genetic and epigenetic signatures in the brains of hundreds of subjects with or without mental disorders conducted by the DIRP NIMH Human Brain Collection Core (HBCC). The brain tissues are obtained under protocols approved by the CNS IRB (NCT00001260), with the permission of the next-of-kin (NOK) through the Offices of the Chief Medical Examiners (MEOs) in the District of Columbia, Northern Virginia and Central Virginia. Additional samples were obtained ... more",3/28/19,NIH,,,3/28/19,,,Barbara Lipska,1349,844,505,lab,3/28/19,3/28/19,,0.625648629,0.374351371,2019,3,28,43,15
911,162,"Age attenuates noise and increases symmetry of head movements during sleep resting-state fMRI in healthy neonates, infants, and toddlers",https://nda.nih.gov/study.html?id=668,Newborns produce spontaneous movements during sleep that are functionally important for their future development. This nuance has been previously studied using animal models and more recently using movement data from sleep resting-state fMRI (rs-fMRI) scans. Age-related trajectory of statistical features of spontaneous movements of the head is under-examined. This study quantitatively mapped a developmental trajectory of spontaneous head movements during an rs-fMRI scan acquired during natural ... more,3/29/19,Burkhart Center for Autism Education and Research,,,3/29/19,,,"Richman DM; Barnard-Brak L, Bosch A, Thompson S, Grubb L, Abby L",87,41,46,paper,3/29/19,3/29/19,,0.471264368,0.528735632,2019,3,29,43,16
664,1044,The neural computations supporting hierarchical reinforcement learning,https://nda.nih.gov/edit_collection.html?id=3146,"The neural computations supporting hierarchical reinforcement learning - Project Summary. This project explores how humans learn at multiple hierarchical levels in parallel, and how this supports human intelligence. Human decisions are typically hierarchically structured we make high-level decisions making a cup of coffee, which constrain lower level decisions grinding coffee beans, boiling water, etc., which themselves constrain simpler and simpler decisions and motor actions. This hierarchy ... more",3/28/19,"University of California, Berkeley",R01MH119383,University Of California Berkeley,4/1/19,1/31/24,1143611,Anne Collins,243,91,152,lab,3/28/19,4/1/19,1/31/24,0.374485597,0.625514403,2019,4,1,43,17
665,1051,Adaptive and Maladaptive Neural Network Responses to Inhibitory Challenges,https://nda.nih.gov/edit_collection.html?id=3154,"Impulse control predicts a myriad of serious public health problems that substantially reduce life expectancy, including suicide, violence, substance use, and other risky behaviors. Although it is known that inhibitory control deficits confer risk for these clinical problems, one critical barrier to progress in this field is that much less is known about how this core regulatory process interacts with other cognitive and affective systems. Given that impulse control failures that occur in everyday ... more",4/12/19,University of Delaware,R01MH116228,University Of Delaware,4/1/19,12/31/23,1786452,Naomi Samimi-Sadeh,51,20,31,lab,4/12/19,4/1/19,12/31/23,0.392156863,0.607843137,2019,4,1,43,18
912,163,"Brain structure, cognition and behavior in child and adolescent survivors of leukemia",https://nda.nih.gov/study.html?id=669,"Pediatric acute lymphoblastic leukemia (ALL) is the most common for of childhood cancer. It is successfully treated in ~90% of cases, primarily based on combination chemotherapy. Survivors of ALL are at elevated risk of cognitive or behavioral problems, which frequently include impairments in processing speed, working memory, attention, and executive function. These changes are accompanied by alterations in brain development, evident by changes in brain structure volume. In our study, data from the ... more",4/2/19,Burkhart Center for Autism Education and Research,,,4/2/19,,,"Richman DM; Barnard-Brak L, Bosch A, Thompson S, Grubb L, Abby L",87,41,46,paper,4/2/19,4/2/19,,0.471264368,0.528735632,2019,4,2,43,19
666,1064,Integrating and separating information sequences in the human cerebral cortex,https://nda.nih.gov/edit_collection.html?id=3167,"Many aspects of cognition extend over time. Hearing a fragment of sound, we perceive it as part of a mockingbird's melody hearing one word, we understand it as part of a meaningful sentence. Therefore, our brains must possess the ability to integrate information over time. However, information cannot be integrated indiscriminately the subject of a new sentence is not necessarily related to the verb of the previous sentence,and we may want to keep these items of information separate. The goal of this ... more",5/10/19,Johns Hopkins University,R01MH119099,Johns Hopkins University,4/2/19,1/31/24,1395713,Christopher Honey,31,13,18,lab,5/10/19,4/2/19,1/31/24,0.419354839,0.580645161,2019,4,2,43,20
913,164,Human Connectome Project for Early Psychosis,https://nda.nih.gov/study.html?id=675,"The Human Connectome Project (HCP) was initiated to accelerate progress in understanding the organization of the human brain. To accomplish this goal, the original HCP Washington-University-Minnesota and MGH/Harvard-UCLA Projects have focused on acquiring and sharing data relevant to structural and functional connectivity in 1200 healthy twins and their siblings. The main aims have been to use advanced 3T imaging to develop advanced data acquisition and scanning sequences, to develop novel algorithms ... more",4/17/19,Burkhart Center for Autism Education and Research,,,4/17/19,,,"Richman DM; Barnard-Brak L, Bosch A, Thompson S, Grubb L, Abby L",183,115,68,paper,4/17/19,4/17/19,,0.628415301,0.371584699,2019,4,17,43,21
667,1075,Targeting Attention Orienting to Social Threat to Reduce Social Anxiety in Youth,https://nda.nih.gov/edit_collection.html?id=3178,"This 2-site Florida International University, Yale University R01 project proposes to confirm attention bias modification treatment ABMT as an efficacious treatment for social anxiety disorder SAD in peripubertal youth ages 10 to 14 years, and examine the mechanisms of ABMT's clinical efficacy. SAD is prevalent,chronic, and impairing. Response rates to evidence-based treatments EBTs are markedly lower for SAD than other anxiety disorders, and limited insights exist about mechanisms of positive outcome ... more",5/10/19,Florida International University,R01MH119299,Florida International University,4/17/19,3/31/24,2256191,Jeremy Pettit,22,9,13,lab,5/10/19,4/17/19,3/31/24,0.409090909,0.590909091,2019,4,17,44,1
914,165,Failure to attune to language predicts autism in high risk infants,https://nda.nih.gov/study.html?id=676,"Young humans are typically sensitive to evolutionarily important aspects of information in the surrounding environment in a way that makes us thrive. Seeking to probe the putative disruptions of this process in infancy, I examined the statistical character of head movements in 52 9–10 mo-old infants, half at high familial risk (HR) for Autism Spectrum Disorders (ASD), who underwent an fMRI scan while listening to words spoken with alternating stress patterns on syllables. Relative to low risk (LR) ... more",4/22/19,Burkhart Center for Autism Education and Research,,,4/22/19,,,"Richman DM; Barnard-Brak L, Bosch A, Thompson S, Grubb L, Abby L",52,32,20,paper,4/22/19,4/22/19,,0.615384615,0.384615385,2019,4,22,44,2
668,1067,"Peer Influence in Suicide, Non-Suicidal Self-Injury (NSSI), and Depression: Dyadic and Social Network Contagion Effects",https://nda.nih.gov/edit_collection.html?id=3170,"Project summary Friendships typically protect youth against the development of emotional problems and may be especially important sources of support for youth who experience psychological distress. Troubling, however, is research documenting the phenomenon of contagion, or the process by which friends of suicidal, self-injurious, or depressed youth are at markedly increased risk for developing these problems themselves. While having distressed peers confers risk for increases in adolescents distress ... more",5/10/19,University of Maine,R15MH116341,University Of Maine Orono,5/1/19,4/30/22,586318,Rebecca Schwartz-Mette,569,249,320,lab,5/10/19,5/1/19,4/30/22,0.437609842,0.562390158,2019,5,1,44,3
669,1076,Neuroprogression across the Psychosis Spectrum in the Early Course of Illness,https://nda.nih.gov/edit_collection.html?id=3179,"This is an NIMH R01 proposal entitled, Neuroprogression across the Psychosis Spectrum in the Early Course of Illness. Neuroprogressive changes that occur through the early years of illness have been described using neurocognitive testing, PET, CT, fMRI, and post-mortem brain studies however, these studies rely mainly on cross-sectional data, and longitudinal studies involving frequent measurements are rare, limiting our understanding of the actual timing and trajectories of these measures within ... more",5/10/19,McLean Hospital,R01MH117012,Mclean Hospital,5/1/19,1/31/24,1471470,Kathryn Lewandowski,28,16,12,lab,5/10/19,5/1/19,1/31/24,0.571428571,0.428571429,2019,5,1,44,4
670,1103,Shifting Perspectives: Enhancing outcomes in adolescent anorexia nervosa with cognitive remediation therapy,https://nda.nih.gov/edit_collection.html?id=3209,This application seeks support for a phased project. In the initial R61 2-year phase we will establish that Cognitive Remediation Therapy CRT can increase set-shifting in parents of and or adolescents with Anorexia Nervosa AN. Our second aim is to determine the appropriate dose needed to achieve positive change in set-shifting. Attaining our milestone would trigger support for three additional years R33 to confirm target engagement and appropriate dose. We will also evaluate whether or not adding ... more,6/28/19,Children's Hospital of Philadelphia,R61MH119262,Childrens Hosp Of Philadelphia,5/1/19,2/28/22,1410999,C Timko,39,16,23,lab,6/28/19,5/1/19,2/28/22,0.41025641,0.58974359,2019,5,1,44,5
671,1133,Uncovering the Architecture of Metacognition,https://nda.nih.gov/edit_collection.html?id=3242,"Metacognition is the ability to reflect on and evaluate ones behavior. Impaired metacognition has been proposed as a major symptom for a number of psychiatric disorders such as schizophrenia, depression, generalized anxiety disorder, obsessive-compulsive disorder, and even substance abuse. Deficits in metacognition have further been found after brain lesions. Such deficits can have severe detrimental effects on patients treating them requires insight into the computational and neural substrates of ... more",7/10/19,Georgia Institute of Technology,R01MH119189,Georgia Institute Of Technology,5/3/19,2/29/24,707212,Dobromir Rahnev,440,255,185,lab,7/10/19,5/3/19,2/29/24,0.579545455,0.420454545,2019,5,3,44,6
763,1062,DCAN Labs ABCD-BIDS Community Collection (ABCC),https://nda.nih.gov/edit_collection.html?id=3165,The ABCD-BIDS Community Collection (ABCC) from the Developmental Cognition and Neuroimaging (DCAN) Labs contains a regularly updated dataset of ABCD Brain Imaging Data Structure (BIDS) version 1.2.0 pipeline inputs and derivatives. Source data are currently comprised of all the ABCD Study participants baseline year 1 arm 1 DICOM imaging data that passed initial acquisition quality control from the ABCD Data Analysis and Informatics Center (DAIC) and were processed by DCAN Labs. The input DICOM ... more,5/9/19,University of Minnesota,,,5/9/19,,,Damien Fair,10038,5265,4773,lab,5/9/19,5/9/19,,0.524506874,0.475493126,2019,5,9,44,7
672,1096,Neuroendocrine Mechanisms of Risk for Trauma-Related Psychopathology in Women,https://nda.nih.gov/edit_collection.html?id=3202,"The majority of Americans will experience a traumatic event during their lifetimes, but women are twice as likely as men to experience negative psychiatric outcomes following trauma such as post-traumatic stress disorder PTSD and depression. The reason for the increased prevalence in women is unclear, partially because of the historical lack of investigation of females in both human and pre-clinical animal research. In the proposed research, we will investigate the role of sex hormones in contributing ... more",6/20/19,Emory University,R01MH117009,Emory University,5/16/19,4/30/24,2090868,Jennifer Stevens,1,0,1,lab,6/20/19,5/16/19,4/30/24,0,1,2019,5,16,44,8
673,1101,A Novel Neuromonitoring Guided Cognitive Intervention for Targeted Enhancement of Working Memory,https://nda.nih.gov/edit_collection.html?id=3207,Working memory WM is one of the core components of executive functions essential for everyday life activities. It is one of the central cognitive constructs included in the NIMH Research Domains Criteria RDoC that depends critically on sustained active maintenance in the prefrontal cortex which interacts with parietal regions in a task dependent manner. Accumulating evidence suggest that WM deficits present in a wide range of brain disorders including attention deficit hyperactivity disorder ADHD. ... more,6/28/19,Stanford University,R61MH119289,Stanford University,5/16/19,9/30/21,671125,Seyed Hosseini,13,11,2,lab,6/28/19,5/16/19,9/30/21,0.846153846,0.153846154,2019,5,16,44,9
915,167,"Demographic, Psychological, Behavioral, and Cognitive Correlates of BMI in Youth: Findings from the Adolescent Brain Cognitive Development (ABCD) Study",https://nda.nih.gov/study.html?id=692,"Background: Previous research has implicated demographic, psychological, behavioral, and cognitive variables in the onset and maintenance of pediatric overweight/obesity. No adequately-powered study has simultaneously modeled these variables to assess their relative associations with body mass index (BMI; kg/m2) in a nationally representative sample of youth. Methods: Multiple machine learning regression approaches were employed to estimate the relative importance of 43 demographic, psychological, ... more",5/28/19,Burkhart Center for Autism Education and Research,,,5/28/19,,,"Richman DM; Barnard-Brak L, Bosch A, Thompson S, Grubb L, Abby L",4520,2372,2148,paper,5/28/19,5/28/19,,0.524778761,0.475221239,2019,5,28,44,10
916,168,Investigating Vocabulary Profiles in Preverbal and Minimally Verbal Children with Autism Spectrum Disorder,https://nda.nih.gov/study.html?id=695,The majority of children with autism spectrum disorder (ASD) are delayed in producing their first words and approximately 30% continue to be minimally verbal across childhood. The current study examined the syntactic and semantic features of the early words that 64 preverbal and minimally verbal children with ASD produced and compared them to 682 typically developing (TD) toddlers who produced 1-10 words. Word-level responses that were reported on the MacArthur-Bates Communicative Development Inventory ... more,5/30/19,Burkhart Center for Autism Education and Research,,,5/30/19,,,"Richman DM; Barnard-Brak L, Bosch A, Thompson S, Grubb L, Abby L",64,51,13,paper,5/30/19,5/30/19,,0.796875,0.203125,2019,5,30,44,11
917,169,Distinguishing Remitted Bipolar Disorder from Remitted Unipolar Depression in Pre-Adolescent Children: A Neural Reward Processing Perspective,https://nda.nih.gov/study.html?id=698,"Bipolar disorder (BD) is often misdiagnosed as unipolar depression (UD), highlighting the need to identify clinically useful markers to differentiate them. To provide insights into this endeavor, the current study will employ functional magnetic resonance imaging and conduct region-of-interest (ROI; ventral striatum and orbitofrontal cortex), whole-brain, and connectivity analyses to examine the similarities and differences between children with BD, children with UD, and healthy controls (HCs) in ... more",6/5/19,Burkhart Center for Autism Education and Research,,,6/5/19,,,"Richman DM; Barnard-Brak L, Bosch A, Thompson S, Grubb L, Abby L",825,383,442,paper,6/5/19,6/5/19,,0.464242424,0.535757576,2019,6,5,44,12
918,170,Heterogeneity of Treatment Effects of Long-Acting Injectable Antipsychotic Medications,https://nda.nih.gov/study.html?id=702,OBJECTIVE: To investigate subgroup responses to long-acting injectable (LAI) medications haloperidol decanoate (HD) and paliperidone palmitate (PP) in a randomized controlled trial that found no difference between the treatments on the primary outcome of efficacy failure. METHODS: A Comparison of Long-Acting Injectable Medications for Schizophrenia (ACLAIMS) enrolled 311 participants from March 2011 to July 2013 meeting DSM-IV-TR criteria for diagnoses of schizophrenia or schizoaffective disorder ... more,6/15/19,Burkhart Center for Autism Education and Research,,,6/15/19,,,"Richman DM; Barnard-Brak L, Bosch A, Thompson S, Grubb L, Abby L",312,231,81,paper,6/15/19,6/15/19,,0.740384615,0.259615385,2019,6,15,44,13
919,171,Growth Effects on Velopharyngeal Anatomy From Childhood to Adulthood,https://nda.nih.gov/study.html?id=704,Purpose: The observed sexual dimorphism of velopharyngeal structures among adult populations has not been observed in the young child (4- to 9-year-old) population. The purpose of this study was to examine the age at which sexual dimorphism of velopharyngeal structures become apparent and to examine how growth trends vary between boys and girls. Method: Static 3-dimensional magnetic resonance imaging velopharyngeal data were collected among 202 participants ranging from 4 to 21 years of age. Participants ... more,6/17/19,Burkhart Center for Autism Education and Research,,,6/17/19,,,"Richman DM; Barnard-Brak L, Bosch A, Thompson S, Grubb L, Abby L",43,24,19,paper,6/17/19,6/17/19,,0.558139535,0.441860465,2019,6,17,44,14
920,172,Screening for personality disorders.,https://nda.nih.gov/study.html?id=705,"A brief but valid self-report measure to screen for personality disorders (PDs) would be a valuable tool in making decisions about further assessment and in planning optimal treatments. In psychiatric and nonpsychiatric samples, we compared the validity of three screening measures: the PD scales from the Inventory of Interpersonal Problems, a self-report version of the Iowa Personality Disorder Screen, and the selfdirectedness scale of the Temperament and Character Inventory. Despite their different ... more",6/18/19,Burkhart Center for Autism Education and Research,,,6/18/19,,,"Richman DM; Barnard-Brak L, Bosch A, Thompson S, Grubb L, Abby L",199,48,151,paper,6/18/19,6/18/19,,0.24120603,0.75879397,2019,6,18,44,15
921,173,"Attachment, borderline personality, and romantic relationship dysfunction.",https://nda.nih.gov/study.html?id=707,"Previous studies have implicated attachment and disturbances in romantic relationships as important indicators for Borderline Personality Disorder (BPD). The current research extends our current knowledge by examining the specific associations among attachment, romantic relationship dysfunction, and BPD, above and beyond the contribution of emotional distress and nonromantic interpersonal functioning in two distinct samples. Study 1 comprised a community sample of women (N = 58) aged 25-36. Study ... more",6/20/19,Burkhart Center for Autism Education and Research,,,6/20/19,,,"Richman DM; Barnard-Brak L, Bosch A, Thompson S, Grubb L, Abby L",173,34,139,paper,6/20/19,6/20/19,,0.196531792,0.803468208,2019,6,20,44,16
922,174,Borderline personality disorder symptoms and affective responding to perceptions of rejection and acceptance from romantic versus nonromantic partners.,https://nda.nih.gov/study.html?id=708,"We examined event-contingent recording of daily interpersonal interactions in a diagnostically diverse sample of 101 psychiatric outpatients who were involved in a romantic relationship. We tested whether the unique effect of borderline personality disorder (BPD) symptoms on affective responses (i.e., hostility, sadness, guilt, fear, and positive affect) to perceptions of rejection or acceptance differed with one's romantic partner compared with nonromantic partners. BPD symptoms were associated ... more",6/20/19,Burkhart Center for Autism Education and Research,,,6/20/19,,,"Richman DM; Barnard-Brak L, Bosch A, Thompson S, Grubb L, Abby L",376,116,260,paper,6/20/19,6/20/19,,0.308510638,0.691489362,2019,6,20,44,17
923,178,Interpersonal problems across levels of the psychopathology hierarchy.,https://nda.nih.gov/study.html?id=712,We examined the relationship between psychopathology and interpersonal problems in a sample of 825 clinical and community participants. Sixteen psychiatric diagnoses and five transdiagnostic dimensions were examined in relation to self-reported interpersonal problems. The structural summary method was used with the Inventory of Interpersonal Problems Circumplex Scales to examine interpersonal problem profiles for each diagnosis and dimension. We built a structural model of mental disorders including ... more,6/21/19,Burkhart Center for Autism Education and Research,,,6/21/19,,,"Richman DM; Barnard-Brak L, Bosch A, Thompson S, Grubb L, Abby L",1170,318,852,paper,6/21/19,6/21/19,,0.271794872,0.728205128,2019,6,21,44,18
924,179,An application of item response theory to the DSM-III-R criteria for borderline personality disorder.,https://nda.nih.gov/study.html?id=713,"This paper summarizes results from analyses of the DSM criteria for borderline personality disorder (BPD) using models from item response theory (IRT). The study sample consisted of 353 participants, the majority of whom were psychiatric patients. Confirmatory factor analysis showed that a one-factor model provided the best fit to the data. All the DSM BPD criteria had moderate or higher item discrimination parameters, indicating that all items contributed meaningful information in assessing BPD. ... more",6/24/19,Burkhart Center for Autism Education and Research,,,6/24/19,,,"Richman DM; Barnard-Brak L, Bosch A, Thompson S, Grubb L, Abby L",418,115,303,paper,6/24/19,6/24/19,,0.275119617,0.724880383,2019,6,24,44,19
